positive,negative,not,degree-1,degree-2,degree-3,degree-4,degree-5,degree-6
溫潤,敗壞,,,,,,,
溫順,敗壞的,,,,,,,
溫文爾雅,敗壞道德之事,,,,,,,
溫馴,敏感,,,,,,,
溫馨,敏感的,,,,,,,
溫煦,斬首,,,,,,,
文不加點,梗塞,,,,,,,
文從字順,棄義,,,,,,,
文靜,慾望,,,,,,,
文明,欲墜,,,,,,,
文文靜靜,殺人,,,,,,,
文武兼備,殺人的,,,,,,,
文武全才,殺人者,,,,,,,
文武雙全,殺人罪,,,,,,,
文雅,殺死,,,,,,,
文質彬彬,殺害,,,,,,,
文縐縐,殺戮,,,,,,,
聞達,毫無,,,,,,,
聞過則喜,毫無辦法,,,,,,,
聞名,毫無辦法的,,,,,,,
穩,淡而無味,,,,,,,
穩步,淡而無味的,,,,,,,
穩當,淡漠,,,,,,,
穩定,淺的,,,,,,,
穩固,淺薄,,,,,,,
穩健,淺薄的,,,,,,,
穩如泰山,清理債務,,,,,,,
穩態,清算,,,,,,,
穩妥,清算清算,,,,,,,
穩紮穩打,淹沒,,,,,,,
穩重,混沌,,,,,,,
沃,混淆,,,,,,,
無比幸福,混蛋,,,,,,,
無變化,混亂,,,,,,,
無償,混亂的,,,,,,,
無疵,混戰,,,,,,,
無錯誤,混戰場,,,,,,,
無毒,混濁,,,,,,,
無辜,混濁狀態,,,,,,,
無害,混雜,,,,,,,
無華,混雜的,,,,,,,
無價,淒涼,,,,,,,
無拘束,淒涼的,,,,,,,
無拘無束,淒慘,,,,,,,
無可非議,淒慘的,,,,,,,
無可厚非,淚珠,,,,,,,
無可爭議,淫穢,,,,,,,
無可置疑,淫穢的,,,,,,,
無可訾議,淪為,,,,,,,
無牽無掛,淪為乞丐,,,,,,,
無人不曉,深淵,,,,,,,
無容置疑,牽制,,,,,,,
無上,牽連,,,,,,,
無上光榮,猜想,,,,,,,
無奢望,猜疑,,,,,,,
無私,猛扔,,,,,,,
無私無畏,猛吃,,,,,,,
無損,猛地,,,,,,,
無所不可,猛地落下,,,,,,,
無所不能,猛地關上,,,,,,,
無所不知,猛攻,,,,,,,
無所顧忌,猛拉,,,,,,,
無所畏懼,猛拋,,,,,,,
無微不至,猛砍,,,,,,,
無畏,猛烈,,,,,,,
無汙染,猛烈抨擊,,,,,,,
無誤,猛烈的,,,,,,,
無先例,猛烈的力量,,,,,,,
無懈可擊,猛烈的抨擊,,,,,,,
無疑,猛推,,,,,,,
無憂無慮,猛然,,,,,,,
無罪,猛然一動,,,,,,,
無瑕疵,猛然地,,,,,,,
無恙,猛然地一拉,,,,,,,
蕪,猛奪,,,,,,,
武,猛撞,,,,,,,
五彩紛呈,猛衝,,,,,,,
五大三粗,猛踢,,,,,,,
五穀豐登,猛擊,,,,,,,
五星級,猛闖,,,,,,,
物阜民豐,猖獗,,,,,,,
物理,猖獗的,,,,,,,
熙,球觸網重發,,,,,,,
熙和,現世,,,,,,,
熙來攘往,現世的,,,,,,,
熙攘,現出愁容,,,,,,,
熙熙攘攘,現實,,,,,,,
晰,現實的,,,,,,,
吸引人眼球,產生反作用,,,,,,,
悉心,產生紋裂,,,,,,,
犀利,異乎,,,,,,,
洗煉,異乎尋常,,,,,,,
洗練,異乎尋常的,,,,,,,
系統,異常,,,,,,,
戲劇化,異常的,,,,,,,
戲劇性,異常的人或物,,,,,,,
細,異常興奮,,,,,,,
細顆粒度,異常興奮的,,,,,,,
細密,異議,,,,,,,
細膩,疏忽,,,,,,,
細巧,疏忽的,,,,,,,
細潤,疏遠,,,,,,,
細細,疏遠的,,,,,,,
細心,盛怒,,,,,,,
細針密縷,眼花,,,,,,,
細緻,眼花的,,,,,,,
俠義,眼花繚亂,,,,,,,
下飯,眼花繚亂的,,,,,,,
下酒,眼淚,,,,,,,
先公後私,硫化,,,,,,,
先進,窒息,,,,,,,
先決,窒息而死,,,,,,,
先人後己,窒息狀態,,,,,,,
鮮,窒息的,,,,,,,
鮮活,窒息噎,,,,,,,
鮮亮,笨手,,,,,,,
鮮美,笨手笨腳,,,,,,,
鮮明,笨手笨腳地做,,,,,,,
纖塵不染,笨拙,,,,,,,
纖巧,笨拙地說出,,,,,,,
賢,笨拙的,,,,,,,
賢達,笨拙的處理,,,,,,,
賢慧,笨的,,,,,,,
賢惠,笨蛋,,,,,,,
賢明,笨腳,,,,,,,
閒雅,粗心,,,,,,,
顯,粗心大意,,,,,,,
顯達,粗心的,,,,,,,
顯而易見,粗劣,,,,,,,
顯貴,粗劣的,,,,,,,
顯赫,粗俗,,,,,,,
顯豁,粗俗的,,,,,,,
顯見,粗陋,,,,,,,
顯明,粗陋的,,,,,,,
顯目,粗野,,,,,,,
顯然,粗野的,,,,,,,
顯性,粗話,,,,,,,
顯要,粗製,,,,,,,
顯耀,粗暴,,,,,,,
顯著,粗暴地,,,,,,,
險固,粗暴的,,,,,,,
現實,粗魯,,,,,,,
相安,粗魯地對待,,,,,,,
相安無事,粗魯的,,,,,,,
相當,粗魯的人,,,,,,,
相當重要,粗魯無禮,,,,,,,
相宜,粗魯無禮的,,,,,,,
香,粗魯無禮的人,,,,,,,
香醇,粗糙,,,,,,,
香純,粗糙地,,,,,,,
香噴噴,粗糙的,,,,,,,
香甜,絆倒,,,,,,,
香甜可口,細菌,,,,,,,
香馥馥,累贅,,,,,,,
翔實,累贅的,,,,,,,
祥,終止,,,,,,,
祥和,羞怯,,,,,,,
詳,羞恥,,,,,,,
詳備,羞恥的,,,,,,,
詳盡,羞辱,,,,,,,
詳密,羞惱,,,,,,,
詳明,羞愧,,,,,,,
詳實,脫口,,,,,,,
詳悉,脫口說出,,,,,,,
詳細,脫軌,,,,,,,
詳詳細細,脫落,,,,,,,
響噹噹,脫離,,,,,,,
像話,脫離常規,,,,,,,
像樣,脫離常規的人,,,,,,,
像樣子,脫離聯邦,,,,,,,
象話,船失事,,,,,,,
蕭灑,處..以罰金,,,,,,,
消遣,處刑,,,,,,,
消停,處於不利,,,,,,,
消消停停,處於不利地位,,,,,,,
曉事,處於支配地位,,,,,,,
小,處置,,,,,,,
小康,處境艱難,,,,,,,
小面額,處罰,,,,,,,
小巧玲瓏,蛀牙,,,,,,,
小心,蛀蝕,,,,,,,
小心謹慎,蛀壞,,,,,,,
小心翼翼,被分解,,,,,,,
小有名氣,被打碎,,,,,,,
協調一致,被污染,,,,,,,
諧,被告,,,,,,,
諧調,被吼叫著表達出來,,,,,,,
諧和,被弄死,,,,,,,
諧趣橫生,被弄髒,,,,,,,
欣然,被扼死,,,,,,,
欣欣然,被扼殺,,,,,,,
欣欣向榮,被扯破,,,,,,,
辛勤,被抑制,,,,,,,
新,被抑制狀態,,,,,,,
新潮,被刺痛,,,,,,,
新奇,被放逐者,,,,,,,
新鮮,被沾污,,,,,,,
新異,被玩弄,,,,,,,
新穎,被玩弄的人,,,,,,,
心腸軟,被侵蝕,,,,,,,
心慈,被俘,,,,,,,
心慈面軟,被俘的,,,,,,,
心慈手軟,被害,,,,,,,
心地純良,被害者,,,,,,,
心地善良,被浮渣覆蓋,,,,,,,
心口如一,被迷住,,,,,,,
心寬,被迷住的,,,,,,,
心靈,被勒死,,,,,,,
心靈美,被控,,,,,,,
心靈手巧,被控犯罪,,,,,,,
心明眼亮,被控犯罪的人,,,,,,,
心軟,被掩飾,,,,,,,
心細,被逐出,,,,,,,
心胸開闊,被逐出的,,,,,,,
心直口快,被悶死,,,,,,,
信得過,被絞死,,,,,,,
信賞必罰,被詛咒,,,,,,,
信實,被詛咒的,,,,,,,
資訊豐富,被損壞,,,,,,,
星級,被腐蝕,,,,,,,
惺,被撕破,,,,,,,
惺惺,被撕裂,,,,,,,
興隆,被潑水弄濕,,,,,,,
興趣盎然,被潑水弄濕的,,,,,,,
興盛,被碾碎,,,,,,,
興旺,被瞞,,,,,,,
形象地,被遺棄,,,,,,,
形象化,被遺棄的,,,,,,,
行,被壓壞,,,,,,,
行得通,被擊中,,,,,,,
行時,被擊中的,,,,,,,
行雲流水,被擦模糊,,,,,,,
行之有效,被議論,,,,,,,
醒豁,被議論的,,,,,,,
醒目,被驅逐,,,,,,,
醒眼,被驅逐的人,,,,,,,
幸福,設伏,,,,,,,
幸運,設伏地點,,,,,,,
性格外向,設圈套,,,,,,,
性命交關,設陷阱,,,,,,,
性命攸關,設陷阱捕捉,,,,,,,
性情溫良,責怪,,,,,,,
胸懷坦白,責備,,,,,,,
胸懷坦蕩,責備話,,,,,,,
洶洶,責罵,,,,,,,
洶湧,責罵不休,,,,,,,
洶湧澎湃,責難,,,,,,,
雄,貪吃,,,,,,,
雄健,貪污,,,,,,,
雄峻,貪污的,,,,,,,
雄偉,貪求,,,,,,,
雄心勃勃,貪財,,,,,,,
雄壯,貪婪,,,,,,,
雄姿英發,貪婪地吃,,,,,,,
雄赳赳,貪婪地注視,,,,,,,
熊腰虎背,貪婪的,,,,,,,
修明,貪得,,,,,,,
秀,貪得無厭,,,,,,,
秀拔,貪得無厭的,,,,,,,
秀慧,貪慾,,,,,,,
秀俊,貪圖,,,,,,,
秀麗,貧乏,,,,,,,
秀美,貧乏的,,,,,,,
秀媚,貧困,,,,,,,
秀氣,貧困的,,,,,,,
秀巧,貧瘠,,,,,,,
秀潤,貧瘠的,,,,,,,
秀色,貧窮,,,,,,,
秀色可餐,貧窮的,,,,,,,
秀挺,軟弱,,,,,,,
秀外慧中,軟弱的,,,,,,,
秀外惠中,通告廢除,,,,,,,
秀雅,通俗,,,,,,,
秀逸,通俗的,,,,,,,
秀異,通姦,,,,,,,
虛懷若谷,通姦行為,,,,,,,
虛己,通貨膨脹,,,,,,,
虛心,通牒,,,,,,,
軒昂,通敵,,,,,,,
喧鬧,連累,,,,,,,
旋律優美,逐出,,,,,,,
玄,逐出教會,,,,,,,
玄奧,逐漸消耗,,,,,,,
玄而又玄,逞威,,,,,,,
玄祕,逞威風,,,,,,,
玄妙,逞威風的,,,,,,,
玄遠,造反,,,,,,,
玄之又玄,造反的,,,,,,,
眩目,造成破壞,,,,,,,
絢,造成破壞的,,,,,,,
絢爛,造成損失,,,,,,,
絢麗,造成損害,,,,,,,
絢麗多彩,造成損害的,,,,,,,
絢麗多姿,造成錯覺,,,,,,,
絢麗奪目,造謠,,,,,,,
學而不厭,造謠中傷,,,,,,,
學富五車,造謠中傷的,,,,,,,
學力宏贍,透不過氣來,,,,,,,
學識淵博,透露,,,,,,,
學有專長,野性,,,,,,,
雪亮,野性的,,,,,,,
血氣方剛,野草,,,,,,,
馴,野獸,,,,,,,
馴服,野蠻,,,,,,,
馴良,野蠻人,,,,,,,
馴善,野蠻的,,,,,,,
馴順,陳腐,,,,,,,
訓練良好,陳腐的,,,,,,,
訓練有素,陳舊,,,,,,,
遜,陳舊的,,,,,,,
鴉雀無聲,陰冷,,,,,,,
雅,陰冷的,,,,,,,
雅觀,陰沈,,,,,,,
雅靜,陰沈沈,,,,,,,
雅俗共賞,陰沈沈的樣子,,,,,,,
雅正,陰沈的,,,,,,,
雅緻,陰雨,,,,,,,
嚴謹,陰森,,,,,,,
嚴肅,陰森地逼近,,,,,,,
嚴整,陰間,,,,,,,
嚴正,陰暗,,,,,,,
言必有中,陰暗的,,,,,,,
言簡意賅,陰慘,,,,,,,
言語流利,陰慘的,,,,,,,
言之成理,陰影,,,,,,,
言之有理,陰謀,,,,,,,
眼光銳利,陰謀者,,,,,,,
眼光遠大,陰險,,,,,,,
眼花繚亂,陰險人,,,,,,,
眼疾手快,陰險的,,,,,,,
眼尖,陰鬱,,,,,,,
眼明手快,陰鬱的,,,,,,,
眼熟,陷入,,,,,,,
豔,陷入僵局,,,,,,,
豔麗,陷危,,,,,,,
豔冶,陷住,,,,,,,
洋洋大觀,陷阱,,,,,,,
陽,陷於,,,,,,,
陽剛,陷於困境,,,,,,,
陽性,陷落,,,,,,,
養尊處優,麻木,,,,,,,
妖媚,麻木的,,,,,,,
妖豔,麻煩,,,,,,,
妖冶,麻煩事,,,,,,,
妖嬈,麻煩的,,,,,,,
藥到病除,麻醉,,,,,,,
要害,麻醉藥物,,,,,,,
要緊,麻痺,,,,,,,
要強,傢伙,,,,,,,
要死要活,最小限度,,,,,,,
要言不煩,最低,,,,,,,
耀,最低水平,,,,,,,
耀眼,最沒有,,,,,,,
野心勃勃,最後的審判日,,,,,,,
冶容,最後通牒,,,,,,,
冶豔,割下,,,,,,,
夜不閉戶,割破,,,,,,,
一板正經,割裂,,,,,,,
一本正經,割傷,,,,,,,
一筆不苟,割斷,,,,,,,
一筆一劃,創傷,,,,,,,
一表非凡,創傷的,,,,,,,
一步一個腳印兒,勞役,,,,,,,
一塵不染,勞累,,,,,,,
一等,喀嚓,,,,,,,
一定,喀嚓喀嚓行進,,,,,,,
一乾二淨,喧嘩,,,,,,,
一個心眼兒,喧嘩吵鬧,,,,,,,
一貫,喧鬧,,,,,,,
一呼百諾,喧鬧的,,,,,,,
一呼百應,喧鬧的談笑,,,,,,,
一級,喧鬧聲,,,,,,,
一刻千金,喧嚷,,,,,,,
一口,喧嚷的,,,,,,,
一流,喧囂,,,,,,,
一律,喧囂的,,,,,,,
一門心思,喧囂聲,,,,,,,
一目瞭然,喊叫,,,,,,,
一清二白,喊叫聲,,,,,,,
一清二楚,喜怒無常,,,,,,,
一如既往,喜怒無常的,,,,,,,
一若以往,喜誇耀,,,,,,,
一身是膽,喜誇耀的,,,,,,,
一身正氣,喜歡吵架,,,,,,,
一視同仁,喜歡吵架的,,,,,,,
一絲不差,喪友,,,,,,,
一絲不苟,喪心,,,,,,,
一體化,喪心病狂,,,,,,,
一團和氣,喪心病狂的,,,,,,,
一碗水端平,喪失,,,,,,,
一五一十,喪失公權者,,,,,,,
一心,喪失的,,,,,,,
一心一德,喪失親人,,,,,,,
一心一意,喪失親人的,,,,,,,
一葉知秋,喪氣,,,,,,,
一語雙關,喪親,,,,,,,
一元化,喋喋,,,,,,,
一致,喋喋不休,,,,,,,
一專多能,喋喋不休地講話,,,,,,,
一字不差地,喃喃,,,,,,,
依舊,喃喃地說出,,,,,,,
依然,喃喃自語,,,,,,,
衣冠楚楚,喃喃低語,,,,,,,
夷,單調,,,,,,,
儀表堂堂,單調的,,,,,,,
儀態萬方,唾沫,,,,,,,
宜,唾沫飛濺,,,,,,,
宜人,圍住,,,,,,,
已知,圍困,,,,,,,
以德報怨,圍攻,,,,,,,
以一當十,圍城,,,,,,,
藝術,報仇,,,,,,,
易,報怨,,,,,,,
易如反掌,報怨聲,,,,,,,
逸樂,報復,,,,,,,
亦然,寒冷,,,,,,,
意味深長,寒冷刺骨,,,,,,,
意在言外,寒冷刺骨的,,,,,,,
毅,寒冷的,,,,,,,
毅然,寒顫,,,,,,,
毅然決然,復仇,,,,,,,
義,復發,,,,,,,
義務,惡人,,,,,,,
益,惡化,,,,,,,
異彩紛呈,惡兆,,,,,,,
茵茵,惡兆的,,,,,,,
因材施教,惡劣,,,,,,,
因地制宜,惡劣地,,,,,,,
因陋就簡,惡劣的,,,,,,,
因時制宜,惡名,,,,,,,
殷,惡名昭張,,,,,,,
殷富,惡名昭張的,,,,,,,
殷勤,惡名昭著,,,,,,,
殷實,惡名昭著的,,,,,,,
殷殷,惡行,,,,,,,
音調優美,惡作劇,,,,,,,
陰翳,惡作劇的,,,,,,,
引人入勝,惡事,,,,,,,
引人深思,惡性,,,,,,,
引人矚目,惡性的,,,,,,,
引人注目,惡性腫瘤,,,,,,,
引人注意,惡毒,,,,,,,
英俊,惡毒的,,,,,,,
英烈,惡根,,,,,,,
英明,惡臭,,,,,,,
英武,惡臭的,,,,,,,
英勇,惡習,,,,,,,
英姿颯爽,惡棍,,,,,,,
應有,惡意,,,,,,,
瑩,惡意的,,,,,,,
瑩白,惡運,,,,,,,
瑩瑩,惡夢,,,,,,,
熒,惡魔,,,,,,,
熒熒,惡魔的,,,,,,,
迎刃而解,惡魔般,,,,,,,
盈盈,惡魔般的,,,,,,,
穎,悲哀,,,,,,,
穎慧,悲哀地說,,,,,,,
穎悟,悲哀的,,,,,,,
硬,悲悼,,,,,,,
硬棒,悲痛,,,,,,,
硬朗,悲傷,,,,,,,
硬實,悲傷的,,,,,,,
雍和,悲傷者,,,,,,,
雍容,悲慘,,,,,,,
雍容華貴,悲慘的,,,,,,,
踴躍,悲劇,,,,,,,
勇,悲劇的,,,,,,,
勇敢,悲歎,,,,,,,
勇悍,悲觀,,,,,,,
勇猛,悲觀主義,,,,,,,
勇武,悲觀主義的,,,,,,,
用得著,悲觀的,,,,,,,
用功,悶死,,,,,,,
用心,悶住,,,,,,,
幽,悶悶,,,,,,,
幽寂,悶悶不樂,,,,,,,
幽靜,悶悶不樂的,,,,,,,
幽麗,悶熱,,,,,,,
幽美,悶熱的,,,,,,,
幽默,惴惴,,,,,,,
幽默滑稽,惴惴不安,,,,,,,
幽悽,惴惴不安的,,,,,,,
幽婉,惱人,,,,,,,
幽閒,惱人事,,,,,,,
幽雅,惱人的,,,,,,,
幽嫻,惱火,,,,,,,
優,惱怒,,,,,,,
優等,掌摑,,,,,,,
優厚,掌擊,,,,,,,
優惠,插嘴,,,,,,,
優良,提心吊膽,,,,,,,
優美,提心吊膽的,,,,,,,
優美動聽,提出..來反對,,,,,,,
優柔,提出論據反對,,,,,,,
優勝,提防,,,,,,,
優秀,揭穿,,,,,,,
優雅,揭露,,,,,,,
優異,揮猛烈沖打,,,,,,,
優裕,揮霍,,,,,,,
優越,揮霍的,,,,,,,
優質,揮霍無度,,,,,,,
優渥,揮霍無度的,,,,,,,
悠揚,揮擊,,,,,,,
尤,敦促,,,,,,,
尤異,敢冒,,,,,,,
由衷,散落,,,,,,,
油光,斑塊,,,,,,,
油光光,斑駁,,,,,,,
油光水滑,斑駁的,,,,,,,
油亮,斑點,,,,,,,
油汪汪,替..報仇,,,,,,,
遊刃有餘,朝..反衝,,,,,,,
有案可稽,棘手,,,,,,,
有板有眼,棘手的,,,,,,,
有保留地,棍打,,,,,,,
有鼻子有眼,欺侮,,,,,,,
有鼻子有眼兒,欺負,,,,,,,
有才幹,欺詐,,,,,,,
有財產,欺詐的,,,,,,,
有朝氣,欺詐者,,,,,,,
有出息,欺瞞,,,,,,,
有膽量,欺騙,,,,,,,
有的放矢,殘忍,,,,,,,
有地位,殘忍或好色之人,,,,,,,
有方,殘忍的,,,,,,,
有福,殘害,,,,,,,
有福氣,殘疾,,,,,,,
有個性,殘疾的,,,,,,,
有根有據,殘疾者,,,,,,,
有功,殘殺,,,,,,,
有貢獻,殘酷,,,,,,,
有光,殘酷的,,,,,,,
有涵養,殘酷的行為,,,,,,,
有恆,殘廢,,,,,,,
有紀律,殘廢的人,,,,,,,
有價值,殘暴,,,,,,,
有見地,殘暴的,,,,,,,
有見識,殘暴的行為,,,,,,,
有教養,殘骸,,,,,,,
有教益,殖民,,,,,,,
有節制,殖民地,,,,,,,
有據,渣滓,,,,,,,
有口無心,減小,,,,,,,
有稜角,減少,,,,,,,
有理,減少之量,,,,,,,
有理由,減去,,,,,,,
有理有據,減低,,,,,,,
有禮,減弱,,,,,,,
有禮貌,減損,,,,,,,
有利,減縮,,,,,,,
有良心,渺茫,,,,,,,
有兩手,渾名,,,,,,,
有兩下子,焦急,,,,,,,
有眉目,焦痕,,,,,,,
有門,焦慮,,,,,,,
有門兒,焦慮的事,,,,,,,
有名,焦燥,,,,,,,
有名氣,焦躁,,,,,,,
有目共睹,焦躁的,,,,,,,
有能力,無人情味,,,,,,,
有派,無人情味的,,,,,,,
有盼,無人理睬,,,,,,,
有盼兒,無人理睬的,,,,,,,
有品味,無人遵守,,,,,,,
有錢,無人遵守的,,,,,,,
有求必應,無力,,,,,,,
有趣,無力的,,,,,,,
有韌勁,無子,,,,,,,
有伸縮性,無子可動,,,,,,,
有聲有色,無子的,,,,,,,
有識,無可,,,,,,,
有始有終,無可奈何狀態,,,,,,,
有所作為,無可爭辯,,,,,,,
有條不紊,無可爭辯的,,,,,,,
有條理,無可置疑,,,,,,,
有條有理,無可置疑的,,,,,,,
有同情心,無生命,,,,,,,
有頭腦,無生命的,,,,,,,
有頭有臉,無用,,,,,,,
有頭有尾,無用的,,,,,,,
有望,無用的老馬,,,,,,,
有威信,無目的,,,,,,,
有為,無目的的,,,,,,,
有味,無休止,,,,,,,
有文化,無名,,,,,,,
有文章,無名小卒,,,,,,,
有戲,無利益,,,,,,,
有效,無利益的,,,,,,,
有心眼,無助,,,,,,,
有心眼兒,無助的,,,,,,,
有序,無助的狀態,,,,,,,
有學問,無希望,,,,,,,
有血氣,無希望的,,,,,,,
有血有肉,無形,,,,,,,
有眼光,無形的,,,,,,,
有眼力,無形的東西,,,,,,,
有一手,無志氣,,,,,,,
有一套,無志氣的人,,,,,,,
有意思,無把握,,,,,,,
有意義,無把握的事,,,,,,,
有益,無決斷力,,,,,,,
有勇氣,無決斷力的,,,,,,,
有用,無事自擾,,,,,,,
有智慧,無依,,,,,,,
有種,無依無靠,,,,,,,
有滋味,無依無靠的,,,,,,,
有滋有味,無味,,,,,,,
有嘴無心,無底洞,,,,,,,
友,無法,,,,,,,
友愛,無法忍受,,,,,,,
友好,無法忍受的,,,,,,,
友善,無法投遞的郵件,,,,,,,
誘人,無法計數,,,,,,,
又紅又專,無法計數的,,,,,,,
愚公移山,無法解決,,,,,,,
餘裕,無法解決的,,,,,,,
語重心長,無法預料,,,,,,,
玉,無法預料的,,,,,,,
玉潔冰清,無爭論之餘地,,,,,,,
玉立,無爭論之餘地的,,,,,,,
鬱,無知,,,,,,,
鬱郁,無知的,,,,,,,
鬱郁蒼蒼,無知識,,,,,,,
鬱鬱蔥蔥,無知識的,,,,,,,
寓意深長,無知覺,,,,,,,
寓意深刻,無知覺的,,,,,,,
淵博,無信用,,,,,,,
淵深,無勇氣,,,,,,,
原封,無勇氣的,,,,,,,
原封不動,無威嚴,,,,,,,
圓渾,無威嚴的,,,,,,,
圓活,無度,,,,,,,
圓柔,無政府主義者,,,,,,,
圓潤,無政府狀態,,,,,,,
圓熟,無重要性,,,,,,,
圓通,無重要性的,,,,,,,
遠大,無家,,,,,,,
約,無家可歸,,,,,,,
悅耳,無家可歸的,,,,,,,
悅目,無恥,,,,,,,
勻,無恥的,,,,,,,
勻稱,無效,,,,,,,
勻和,無效果,,,,,,,
勻乎,無效果的,,,,,,,
勻淨,無效的,,,,,,,
勻溜,無效能,,,,,,,
勻實,無效能的,,,,,,,
勻整,無效率,,,,,,,
允當,無益,,,,,,,
在理,無益的,,,,,,,
在情理之中,無秩序,,,,,,,
在行,無秩序的,,,,,,,
鑿,無能,,,,,,,
鑿鑿,無能力,,,,,,,
曾經滄海,無能力的,,,,,,,
紮實,無能力者,,,,,,,
扎眼,無能為力,,,,,,,
紮紮實實,無能為力的,,,,,,,
嶄,無動於衷,,,,,,,
嶄新,無動於衷的,,,,,,,
佔理,無常,,,,,,,
戰鬥,無常的,,,,,,,
站得高，看得遠,無情,,,,,,,
站得住,無情的,,,,,,,
站得住腳,無救,,,,,,,
湛,無救的,,,,,,,
湛深,無深慮,,,,,,,
彰,無深慮的,,,,,,,
彰明較著,無理由,,,,,,,
招笑兒,無理由的,,,,,,,
昭,無理性,,,,,,,
昭然,無理性的,,,,,,,
昭然若揭,無聊,,,,,,,
昭彰,無聊的,,,,,,,
昭著,無聊的想法,,,,,,,
照舊,無智,,,,,,,
照理,無智的,,,,,,,
照實,無策,,,,,,,
照樣,無意義,,,,,,,
照章,無意義的,,,,,,,
照直,無意義的事,,,,,,,
哲,無意識,,,,,,,
珍貴,無意識的,,,,,,,
珍奇,無慈悲心,,,,,,,
珍稀,無慈悲心的,,,,,,,
珍異,無感情,,,,,,,
真,無感情的,,,,,,,
真誠,無感覺,,,,,,,
真格的,無感覺的,,,,,,,
真率,無愛情的,,,,,,,
真切,無準備,,,,,,,
真確,無準備的,,,,,,,
真實,無資格,,,,,,,
真實可信,無資格的,,,,,,,
真心,無道德,,,,,,,
真心誠意,無道德的,,,,,,,
真心實意,無厭,,,,,,,
真心真意,無精打采,,,,,,,
真性,無精打采的,,,,,,,
真真,無遠見,,,,,,,
真真切切,無遠見的,,,,,,,
真真實實,無價值,,,,,,,
真正,無價值的,,,,,,,
真摯,無憐憫心,,,,,,,
貞,無憐憫心的,,,,,,,
震古爍今,無趣,,,,,,,
震撼人心,無趣味,,,,,,,
震天動地,無趣味的,,,,,,,
振奮人心,無趣的,,,,,,,
爭相,無遮蔽,,,,,,,
整,無遮蔽的,,,,,,,
整潔,無靠,,,,,,,
整齊,無魅力,,,,,,,
整齊劃一,無魅力的,,,,,,,
整整齊齊,無興趣,,,,,,,
整飭,無賴,,,,,,,
正,無幫助,,,,,,,
正常,無幫助的,,,,,,,
正大,無聲音,,,,,,,
正大光明,無聲音的,,,,,,,
正當,無禮,,,,,,,
正當年,無禮的,,,,,,,
正點,無禮的人,,,,,,,
正而不譎,無禮貌,,,,,,,
正好,無禮貌的,,,,,,,
正經,無關,,,,,,,
正經八百,無關重要,,,,,,,
正面,無關重要的,,,,,,,
正牌,無權,,,,,,,
正派,無權的,,,,,,,
正確,無變化,,,,,,,
正統,無變化的,,,,,,,
正義,猶豫,,,,,,,
正直,猶豫的,,,,,,,
正宗,猥褻,,,,,,,
鄭重,猥褻的,,,,,,,
鄭重其事,痛心,,,,,,,
枝繁葉茂,痛心的,,,,,,,
支柱性,痛打,,,,,,,
知名,痛恨,,,,,,,
知情達理,痛苦,,,,,,,
知趣,痛苦的,,,,,,,
知書達理,痛苦的根源,,,,,,,
知書識禮,痛苦的經驗,,,,,,,
直,痛處,,,,,,,
直腸子,痙攣,,,,,,,
直截,發出尖銳,,,,,,,
直截了當,發出尖銳的聲音,,,,,,,
直捷,發出刺耳,,,,,,,
直來直去,發出刺耳的聲音,,,,,,,
直率,發出刺耳聲,,,,,,,
直爽,發出呻吟聲,,,,,,,
直心眼,發出咯咯聲,,,,,,,
直心眼兒,發出咯咯聲的東西,,,,,,,
直性,發出砰然聲,,,,,,,
直性子,發出砰聲,,,,,,,
執著,發出嘈雜,,,,,,,
值得崇拜,發出嘈雜的聲音,,,,,,,
值得紀念,發出嘈雜聲,,,,,,,
值得羨慕,發出撞擊聲,,,,,,,
值錢,發出顫聲,,,,,,,
志在千里,發生矛盾,,,,,,,
摯,發作,,,,,,,
摯誠,發抖,,,,,,,
摯切,發牢騷,,,,,,,
至誠,發狂,,,,,,,
至高無上,發狂的,,,,,,,
至關緊要,發育停止,,,,,,,
至關重大,發育遲緩,,,,,,,
至關重要,發昏,,,,,,,
至上,發炎,,,,,,,
至深,發疝氣,,,,,,,
至尊,發怒,,,,,,,
至尊至貴,發紅,,,,,,,
緻密,發展遲緩,,,,,,,
智,發展遲緩的,,,,,,,
智慧型,發臭,,,,,,,
智勇雙全,發臭味,,,,,,,
秩然不紊,發臭的,,,,,,,
秩序井然,發動,,,,,,,
稚弱,發動突然襲擊,,,,,,,
質量好,發愣,,,,,,,
質樸,發愣的,,,,,,,
質樸無華,發脾氣,,,,,,,
質優,發嗚咽聲,,,,,,,
炙手可熱,發愁,,,,,,,
中,發愁的人,,,,,,,
中堅,發瘋,,,,,,,
中看,發瘋似,,,,,,,
中肯,發瘋似的,,,,,,,
中聽,發誓,,,,,,,
中心,發誓要,,,,,,,
中用,發劈啪聲,,,,,,,
中允,發熱,,,,,,,
中正,發燒,,,,,,,
忠,發爆震聲,,,,,,,
忠忱,盜賊,,,,,,,
忠誠,盜竊,,,,,,,
忠耿,短少,,,,,,,
忠厚,短促,,,,,,,
忠良,短促頻繁,,,,,,,
忠實,短促頻繁地乾咳,,,,,,,
忠順,短處,,,,,,,
忠心赤膽,短路,,,,,,,
忠心耿耿,短暫,,,,,,,
忠信,短暫的,,,,,,,
忠義,硬背,,,,,,,
忠貞,硬逼,,,,,,,
